"schoolid";"program%.engineering_technology";"demographics.ethn.non_resident_alien";"program%.english";"program%.resources";"demographics.ethn.black";"program%.social_science";"program%.philosophy_religious";"demographics.ethn.asian";"program%.humanities";"demographics.ethn.white";"attendance.academic_year";"tuition.out_of_state";"program%.ethnic_cultural_gender";"aid.federal_loan_rate";"program%.public_administration_social_service";"act_scores.midpoint.writing";"school.name";"demographics.ethn.two_or_more";"size";"grad_students";"program%.computer";"program%.engineering";"act_scores.midpoint.cumulative";"program%.biological";"program%.communication";"aid.loan_principal";"sat_scores.average.overall";"net_price.private.by_income_level.75001-110000";"act_scores.midpoint.english";"program%.communications_technology";"program%.mechanic_repair_technology";"aid.median_debt.income.30001_75000";"aid.median_debt.completers.overall";"program%.business_marketing";"program%.physical_science";"program%.library";"tuition.in_state";"program%.history";"program%.military";"net_price.private.by_income_level.110001-plus";"demographics.ethn.nhpi";"program%.mathematics";"program%.science_technology";"program%.transportation";"program%.legal";"program%.construction";"share_25_older";"aid.median_debt.income.greater_than_75000";"program%.architecture";"program%.psychology";"demographics.age_entry";"sat_scores.midpoint.writing";"program%.multidiscipline";"sat_scores.midpoint.math";"net_price.private.by_income_level.48001-75000";"program%.parks_recreation_fitness";"demographics.median_family_income";"demographics.female_share";"act_scores.midpoint.math";"program%.health";"aid.median_debt.noncompleters";"program%.education";"program%.security_law_enforcement";"program%.theology_religious_vocation";"program%.language";"program%.visual_performing";"aid.median_debt.income.0_30000";"avg_net_price.private";"net_price.private.by_income_level.30001-48000";"school.ft_faculty_rate";"demographics.ethn.aian";"demographics.ethn.hispanic";"program%.precision_production";"sat_scores.midpoint.critical_reading";"admission_rate.overall";"program%.agriculture";"demographics.ethn.unknown";"net_price.private.by_income_level.0-30000";"program%.family_consumer_science";"demographics.avg_family_income";"program%.personal_culinary";"school.faculty_salary";"aid.students_with_any_loan";"avg_net_price.public";"avg_net_price.program_year";"avg_net_price.other_academic_year";"net_price.public.by_income_level.0-30000";"net_price.public.by_income_level.30001-48000";"net_price.public.by_income_level.48001-75000";"net_price.public.by_income_level.75001-110000";"net_price.public.by_income_level.110001-plus";"attendance.program_year";"tuition.program_year"
197869;0.0146;0.0045;0.017;0.0274;0.0382;0.0577;0.0064;0.0186;0.0043;0.8401;18397;21652;0.0011;0.4719;0.0271;7.0;"Appalachian State University";0.0326;16434;1700.0;0.0146;0.0;25.0;0.0322;0.0798;16000.0;1140.0;0.0;25.0;0.0;0.0;16671.0;20242.0;0.1785;0.0253;0.0;7136;0.0125;0.0;0.0;0.001;0.0077;0.0;0.0;0.0;0.0;0.0732;15444.5;0.0013;0.062;21;550.0;0.0056;570.0;0.0;0.0766;56100;0.5749588138;24.0;0.1104;7500.0;0.1083;0.042;0.0;0.009;0.0623;15674.0;0.0;0.0;0.7764;0.0029;0.0479;0.0;565.0;0.6832;0.004;0.0144;0.0;0.0122;71740;0.0;8263;0.8476112026;13171.0;"";"";6740.0;9032.0;13590.0;17798.0;18146.0;"";""
198385;0.0;0.0676;0.0871;0.0196;0.0676;0.2963;0.0436;0.0536;0.0;0.6739;62894;48376;0.0283;0.2343;0.0;0.0;"Davidson College";0.0408;1791;0.0;0.0;0.0;31.0;0.1416;0.0;16489.0;1353.0;20977.0;0.0;0.0;0.0;13628.5;18218.0;0.0;0.0545;0.0;48376;0.0654;0.0;39244.0;0.0;0.0479;0.0;0.0;0.0;0.0;0.0022;18750.0;0.0;0.1089;19;665.0;0.0174;670.0;11982.0;0.0;80076;0.4613180516;0.0;0.0;5500.0;0.0;0.0;0.0;0.0588;0.0305;10742.5;23926.0;9010.0;0.9788;0.0067;0.0737;0.0;675.0;0.2011;0.0;0.0162;8163.0;0.0;103687;0.0;11820;0.7392550143;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
198464;0.0529;0.0055;0.0085;0.0;0.1589;0.0467;0.0012;0.0287;0.0357;0.6764;20567;22955;0.0;0.5503;0.0152;7.0;"East Carolina University";0.0342;22386;5993.0;0.0157;0.0233;22.0;0.0679;0.0569;18250.0;1040.0;0.0;22.0;0.0;0.0;18500.0;24442.0;0.1761;0.0244;0.0;6997;0.0078;0.0;0.0;0.0011;0.0032;0.0;0.0;0.0;0.0;0.1541;17750.0;0.0014;0.0394;21;495.0;0.0;530.0;0.0;0.0364;51027;0.5933969508;22.0;0.1945;9500.0;0.081;0.0396;0.0;0.0081;0.0322;18672.5;0.0;0.0;0.785;0.0067;0.0649;0.0;520.0;0.7034;0.0;0.0236;0.0;0.032;67648;0.0;8590;0.8811012394;15203.0;"";"";10185.0;11547.0;15470.0;19148.0;20261.0;"";""
199120;0.0;0.0249;0.0216;0.0166;0.0784;0.1374;0.0106;0.1029;0.0018;0.6294;24327;33916;0.0519;0.312;0.0135;9.0;"University of North Carolina at Chapel Hill";0.0431;18169;10946.0;0.0369;0.0071;31.0;0.1113;0.1197;15000.0;1338.0;0.0;31.0;0.0;0.0;15500.0;16661.0;0.0853;0.0409;0.0;8834;0.0223;0.0;0.0;0.0007;0.0316;0.0;0.0;0.0;0.0;0.0386;17374.0;0.0;0.0866;20;645.0;0.0141;665.0;0.0;0.0634;58193;0.6196397942;30.0;0.0711;9781.0;0.0117;0.0;0.0;0.019;0.0205;10605.5;0.0;0.0;0.7826;0.0053;0.0768;0.0;650.0;0.2694;0.0;0.0386;0.0;0.0051;81233;0.0;12349;0.6929674099;13210.0;"";"";3889.0;6306.0;12074.0;19370.0;23197.0;"";""
199139;0.0227;0.0243;0.0229;0.0;0.1627;0.0782;0.0078;0.0602;0.0;0.5896;19723;19934;0.0066;0.5603;0.0116;7.0;"University of North Carolina at Charlotte";0.0418;23246;5317.0;0.0563;0.082;24.0;0.0279;0.0636;16350.0;1112.0;0.0;23.0;0.0;0.0;17500.0;22500.0;0.1953;0.0225;0.0;6763;0.0281;0.0;0.0;0.0014;0.0199;0.0;0.0;0.0;0.0;0.17;15000.0;0.0102;0.0804;22;515.0;0.0076;565.0;0.0;0.0321;44089;0.5223081499;24.0;0.0746;9500.0;0.0463;0.0549;0.0;0.0178;0.0307;16750.0;0.0;0.0;0.7078;0.0031;0.0913;0.0;550.0;0.6203;0.0;0.0257;0.0;0.0;62274;0.0;9092;0.845131866;14665.0;"";"";10373.0;11154.0;14090.0;18127.0;19422.0;"";""
199193;0.0093;0.0438;0.0164;0.0323;0.0597;0.0476;0.0033;0.0589;0.0045;0.7257;22226;26399;0.0014;0.4004;0.0105;8.0;"North Carolina State University at Raleigh";0.0383;22390;9928.0;0.0334;0.2599;29.0;0.0982;0.033;18192.0;1273.0;0.0;29.0;0.0;0.0;18891.0;20714.0;0.142;0.0237;0.0;8880;0.0109;0.0;0.0;0.0007;0.0185;0.0019;0.0;0.0;0.0;0.088;18934.0;0.0104;0.0329;20;585.0;0.0355;645.0;0.0;0.0401;64900;0.4999182873;29.0;0.0;11000.0;0.0277;0.0;0.0;0.0067;0.0201;15667.0;0.0;0.0;0.88;0.004;0.0488;0.0;615.0;0.4751;0.0797;0.0202;0.0;0.0;79302;0.0;10655;0.8571662036;14682.0;"";"";6701.0;8747.0;13244.0;18226.0;20889.0;"";""
200004;0.0477;0.0093;0.0186;0.0181;0.0642;0.0422;0.0035;0.0132;0.004;0.7893;19921;17130;0.0;0.5782;0.0587;0.0;"Western Carolina University";0.0411;9002;1634.0;0.0075;0.007;23.0;0.0387;0.0236;15500.0;1034.0;0.0;22.0;0.0;0.0;16301.0;22500.0;0.1727;0.0176;0.0;6737;0.0156;0.0;0.0;0.0012;0.008;0.0;0.0;0.0;0.0;0.1865;16072.5;0.0;0.0447;22;480.0;0.0055;510.0;0.0;0.0246;46182;0.5731678205;21.0;0.1777;8323.5;0.136;0.0668;0.0;0.0085;0.0527;14234.0;0.0;0.0;0.7262;0.007;0.0624;0.0;505.0;0.4069;0.0;0.0122;0.0;0.0;59990;0.0;7773;0.8646455001;14433.0;"";"";9932.0;11506.0;15377.0;18446.0;19411.0;"";""
200280;0.0055;0.0493;0.015;0.0;0.0244;0.0323;0.0032;0.0174;0.0546;0.8119;19290;19290;0.0;0.493;0.026;0.0;"University of North Dakota";0.0327;10598;3393.0;0.0173;0.1239;24.0;0.0419;0.0492;16850.0;1090.0;0.0;24.0;0.0027;0.0;18500.0;24489.0;0.1503;0.0191;0.0;8136;0.0059;0.0;0.0;0.0012;0.0068;0.0;0.0938;0.0;0.0;0.1723;15566.0;0.0;0.0601;22;0.0;0.0082;545.0;0.0;0.0255;78651;0.4770762379;23.0;0.1462;9500.0;0.0501;0.0291;0.0;0.0082;0.025;17000.0;0.0;0.0;0.9323;0.0135;0.0342;0.0;530.0;0.8369;0.0;0.0154;0.0;0.0;89027;0.0;8735;0.930573749;15045.0;"";"";10616.0;11216.0;13952.0;16205.0;17059.0;"";""
200800;0.0513;0.0234;0.0091;0.0;0.1198;0.0361;0.0028;0.0239;0.0681;0.7462;23039;18801;0.0;0.537;0.0208;0.0;"University of Akron Main Campus";0.0395;15630;3683.0;0.0361;0.0895;23.0;0.0267;0.0343;15500.0;1049.0;0.0;22.0;0.0;0.0;16052.0;25000.0;0.1639;0.0125;0.0;10270;0.0053;0.0;0.0;0.0004;0.0079;0.0;0.0;0.002;0.0;0.1606;14000.0;0.0;0.0356;21;0.0;0.0158;530.0;0.0;0.0203;44867;0.5014330558;22.0;0.1616;9500.0;0.0724;0.0463;0.0;0.0117;0.0292;16500.0;0.0;0.0;0.5226;0.0019;0.0254;0.0;515.0;0.9592;0.0;0.0196;0.0;0.0381;58565;0.0025;9403;0.8712979391;17424.0;"";"";14942.0;15857.0;18239.0;19636.0;19593.0;"";""
201441;0.0153;0.0197;0.0415;0.0093;0.0952;0.0299;0.002;0.0076;0.0319;0.7733;23423;18593;0.004;0.6469;0.0179;0.0;"Bowling Green State University-Main Campus";0.0355;13901;2792.0;0.0083;0.0315;22.0;0.0458;0.0305;16750.0;1012.0;0.0;21.0;0.0265;0.0;17065.5;26000.0;0.1038;0.0083;0.0;11057;0.0056;0.0;0.0;0.0008;0.0083;0.0;0.0073;0.0;0.0;0.0643;17000.0;0.0149;0.0401;20;0.0;0.0139;515.0;0.0;0.0461;63845;0.6013106861;21.0;0.1218;8250.0;0.2107;0.0219;0.0;0.005;0.071;16229.0;0.0;0.0;0.6905;0.0014;0.0439;0.0;510.0;0.7605;0.0;0.0225;0.0;0.0269;73065;0.0;8544;0.9238999599;18272.0;"";"";14495.0;15605.0;18501.0;20208.0;20419.0;"";""
202134;0.0199;0.0511;0.0207;0.0125;0.1749;0.101;0.003;0.035;0.006;0.6339;22462;13819;0.0013;0.5921;0.0479;7.0;"Cleveland State University";0.0323;11752;4512.0;0.0138;0.0764;22.0;0.035;0.0583;14000.0;1029.0;0.0;22.0;0.0;0.0;13500.0;22000.0;0.1792;0.0112;0.0;9768;0.0073;0.0;0.0;0.0012;0.0104;0.0073;0.0;0.0;0.0;0.2696;12500.0;0.0;0.0898;23;485.0;0.0;510.0;0.0;0.0035;33556;0.5893367185;22.0;0.1813;10405.0;0.0635;0.0;0.0;0.0073;0.0432;15000.0;0.0;0.0;0.479;0.0024;0.0536;0.0;515.0;0.8745;0.0;0.0156;0.0;0.0;49675;0.0;9248;0.8752776896;16828.0;"";"";13899.0;14835.0;17954.0;20020.0;19890.0;"";""
202523;0.0;0.0854;0.073;0.0281;0.0663;0.2584;0.015;0.0402;0.0;0.6568;60604;48960;0.0187;0.4392;0.0;0.0;"Denison University";0.0389;2261;0.0;0.0131;0.0;30.0;0.1367;0.1124;23250.0;1318.0;28187.0;29.0;0.0;0.0;26000.0;27000.0;0.0;0.0318;0.0;48960;0.0375;0.0;35264.0;0.0009;0.0393;0.0;0.0;0.0;0.0;0.0031;22375.5;0.0;0.088;19;0.0;0.0;650.0;24233.0;0.0;77800;0.5775316456;29.0;0.0;5500.0;0.0506;0.0;0.0;0.0337;0.0637;22250.0;27944.0;15333.0;1.0;0.0004;0.0946;0.0;635.0;0.4361;0.0;0.0164;12098.0;0.0;103916;0.0;8800;0.9398734177;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
203517;0.0053;0.0514;0.015;0.0027;0.089;0.0264;0.0027;0.0153;0.0158;0.7481;24231;18376;0.0012;0.6013;0.0;7.0;"Kent State University at Kent";0.0351;22907;6483.0;0.024;0.008;23.0;0.0373;0.0811;17125.0;1067.0;0.0;22.0;0.0;0.0;17500.0;25246.5;0.2075;0.0154;0.0;10012;0.0082;0.0;0.0;0.0006;0.007;0.0;0.0189;0.0059;0.0;0.1286;16062.0;0.0174;0.0606;21;510.0;0.0029;530.0;0.0;0.0285;50411;0.6364963504;7.0;0.1821;9340.5;0.0906;0.042;0.0;0.0051;0.0545;17499.0;0.0;0.0;0.5532;0.0015;0.0333;0.0;525.0;0.8536;0.0;0.0257;0.0;0.0338;64075;0.0;8800;0.8863399374;18680.0;"";"";14244.0;15541.0;19100.0;21070.0;21406.0;"";""
204501;0.0;0.0912;0.0799;0.0465;0.0539;0.1453;0.0276;0.039;0.0;0.6611;66870;52002;0.0509;0.34;0.0;0.0;"Oberlin College";0.0722;2895;17.0;0.0465;0.0058;31.0;0.1047;0.0;24931.5;1364.0;28091.0;33.0;0.0;0.0;25106.0;27000.0;0.0;0.0567;0.0;52002;0.0276;0.0;42076.0;0.001;0.0233;0.0;0.0;0.0087;0.0;0.0014;25500.0;0.0;0.0436;19;680.0;0.0044;670.0;24134.0;0.0;111580;0.5568;30.0;0.0;11045.0;0.0;0.0;0.0;0.0378;0.2907;19191.0;33295.0;14731.0;0.8494;0.0;0.0763;0.0;680.0;0.2803;0.0;0.0052;14146.0;0.0;130188;0.0;10956;0.9504;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
204796;0.0;0.0797;0.0175;0.0183;0.0549;0.1031;0.0026;0.064;0.0016;0.6947;25173;28229;0.0028;0.4141;0.0204;9.0;"Ohio State University-Main Campus";0.0312;44762;13651.0;0.006;0.1431;29.0;0.0862;0.0581;15500.0;1296.0;0.0;30.0;0.0;0.0;16000.0;21500.0;0.1698;0.0148;0.0;10037;0.0089;0.0;0.0;0.0006;0.0142;0.0;0.0031;0.0;0.0;0.0795;16415.5;0.0119;0.0541;20;610.0;0.0028;680.0;0.0;0.0178;64713;0.5203439089;30.0;0.0877;7500.0;0.0311;0.0;0.0;0.0184;0.0231;13500.0;0.0;0.0;0.6388;0.0012;0.0384;0.0;605.0;0.5411;0.0422;0.0355;0.0;0.0405;80387;0.0;12010;0.8563816905;17231.0;"";"";8442.0;10850.0;15463.0;20029.0;22376.0;"";""
206084;0.0594;0.0666;0.0081;0.0066;0.115;0.0172;0.007;0.0209;0.0059;0.6891;23464;18885;0.0033;0.4954;0.0191;7.0;"University of Toledo";0.0277;15145;4392.0;0.0209;0.1303;23.0;0.0352;0.0301;13000.0;1070.0;0.0;22.0;0.0;0.0;12704.0;23037.5;0.1809;0.0048;0.0;9547;0.0092;0.0;0.0;0.0006;0.0029;0.0;0.0;0.0081;0.0;0.1493;12857.5;0.0;0.0257;21;495.0;0.0668;545.0;0.0;0.0385;48412;0.5252525253;22.0;0.1894;7500.0;0.0617;0.0385;0.0;0.0044;0.0261;13500.0;0.0;0.0;0.6985;0.0016;0.0489;0.0;520.0;0.9432;0.0;0.0297;0.0;0.0;61779;0.0;8637;0.8603949947;16050.0;"";"";13641.0;14322.0;16317.0;17807.0;18595.0;"";""
206525;0.0;0.0127;0.0461;0.0;0.094;0.122;0.0081;0.0116;0.0136;0.7703;49930;38090;0.0081;0.8113;0.0;0.0;"Wittenberg University";0.0618;1894;28.0;0.0244;0.0;0.0;0.1518;0.0596;20500.0;0.0;24065.0;0.0;0.0;0.0;25000.0;27000.0;0.1301;0.0705;0.0;38090;0.0217;0.0;26815.0;0.0005;0.0271;0.0;0.0;0.0;0.0;0.0552;20550.0;0.0;0.0894;20;0.0;0.0217;0.0;21804.0;0.0298;69012;0.5223404255;0.0;0.0;9500.0;0.0921;0.0;0.0;0.0217;0.0623;15000.0;23777.0;20893.0;0.6961;0.0026;0.0354;0.0;0.0;0.7832;0.0;0.0111;20020.0;0.0;81681;0.0;7096;0.9489361702;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
207388;0.0282;0.0355;0.0082;0.0046;0.0483;0.0375;0.0002;0.0174;0.0373;0.685;22059;22443;0.0014;0.411;0.0;0.0;"Oklahoma State University-Main Campus";0.0927;20827;4521.0;0.0298;0.0932;24.0;0.0579;0.0478;15000.0;1101.0;0.0;25.0;0.0;0.0;14719.0;20750.0;0.2775;0.0098;0.0;8321;0.0062;0.0;0.0;0.0013;0.0073;0.0;0.0142;0.0;0.0;0.1137;15022.5;0.008;0.0391;21;0.0;0.0;550.0;0.0;0.0078;48983;0.5257599543;24.0;0.035;9470.0;0.0552;0.0172;0.0;0.0037;0.0163;15233.0;0.0;0.0;0.8878;0.0458;0.07;0.0;535.0;0.7452;0.0886;0.0041;0.0;0.068;69645;0.0;9073;0.8133295276;13538.0;"";"";8410.0;9546.0;14044.0;18448.0;20046.0;"";""
207500;0.0;0.0436;0.0096;0.0092;0.0489;0.0639;0.0046;0.0617;0.0897;0.6128;25085;25203;0.0063;0.3473;0.0101;0.0;"University of Oklahoma-Norman Campus";0.0767;21082;6309.0;0.013;0.1311;26.0;0.0559;0.0928;15000.0;1189.0;0.0;27.0;0.0;0.0;16000.0;20000.0;0.2056;0.0335;0.0;10881;0.0123;0.0;0.0;0.001;0.0087;0.0;0.0068;0.0;0.0;0.1224;15000.0;0.0092;0.0369;22;0.0;0.0608;610.0;0.0;0.027;50976;0.5573545135;26.0;0.0005;10348.0;0.0381;0.0111;0.0;0.0198;0.0436;15000.0;0.0;0.0;0.8361;0.0398;0.0947;0.0;593.0;0.7084;0.0;0.0207;0.0;0.0;74741;0.0;9449;0.8385520086;17288.0;"";"";12890.0;13884.0;17879.0;21165.0;22374.0;"";""
209056;0.0;0.0512;0.0517;0.028;0.0231;0.2522;0.0259;0.06;0.0043;0.6586;59318;46894;0.0043;0.4389;0.0;0.0;"Lewis & Clark College";0.0344;2033;1285.0;0.0216;0.0;29.0;0.1207;0.0819;19500.0;1290.0;31438.0;30.0;0.0;0.0;22500.0;24144.0;0.0;0.0431;0.0;46894;0.0517;0.0;41846.0;0.0049;0.0151;0.0;0.0;0.0;0.0;0.0204;15000.0;0.0;0.1379;19;0.0;0.0108;635.0;25079.0;0.0;76292;0.6199324324;27.0;0.0;6500.0;0.0;0.0;0.0;0.0625;0.0884;20990.0;31865.0;23482.0;0.4516;0.0103;0.1053;0.0;645.0;0.5495;0.0;0.0521;18864.0;0.0;107806;0.0;9885;0.9155405405;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
209542;0.0;0.0676;0.0081;0.0576;0.0136;0.0659;0.001;0.0749;0.0183;0.6538;26189;28846;0.0028;0.4702;0.0;8.0;"Oregon State University";0.0687;24350;5027.0;0.0616;0.1501;25.0;0.0661;0.0317;17115.0;1127.0;0.0;25.0;0.0;0.0;16875.0;23393.0;0.1137;0.021;0.0;10366;0.01;0.0;0.0;0.003;0.0112;0.0;0.0;0.0;0.0;0.209;15285.0;0.0;0.038;23;530.0;0.0175;560.0;0.0;0.0566;44450;0.5083557321;25.0;0.0625;8667.0;0.009;0.0;0.0;0.0049;0.0165;18942.0;0.0;0.0;0.7756;0.0054;0.0912;0.0;555.0;0.7748;0.0722;0.0219;0.0;0.1037;63645;0.0;9322;0.8601145261;20581.0;"";"";16102.0;16737.0;19410.0;24198.0;24593.0;"";""
209551;0.0;0.1301;0.0174;0.0277;0.0205;0.2381;0.0058;0.0558;0.0026;0.5888;24209;33441;0.0097;0.3818;0.0341;0.0;"University of Oregon";0.0718;19775;3497.0;0.0197;0.0;25.0;0.0916;0.1163;16143.5;1111.0;0.0;25.0;0.0;0.0;15833.0;20500.0;0.153;0.015;0.0;10761;0.0139;0.0;0.0;0.0044;0.0094;0.0;0.0;0.0;0.0;0.0802;15000.0;0.0189;0.0659;21;0.0;0.0285;550.0;0.0;0.0;51607;0.581754386;24.0;0.0094;8427.0;0.0225;0.0;0.0;0.0324;0.068;17666.0;0.0;0.0;0.7741;0.0053;0.1109;0.0;550.0;0.7787;0.0;0.0124;0.0;0.0;78050;0.0;10017;0.850877193;15619.0;"";"";11964.0;12479.0;14086.0;20313.0;21788.0;"";""
209807;0.0;0.0523;0.0261;0.0143;0.0352;0.1346;0.0068;0.0861;0.0587;0.576;21532;24852;0.0046;0.4727;0.0215;0.0;"Portland State University";0.0622;19057;5556.0;0.0232;0.0498;22.0;0.0416;0.0372;16250.0;1037.0;0.0;22.0;0.0;0.0;14966.5;21969.0;0.182;0.0159;0.0;8337;0.0172;0.0;0.0;0.0065;0.0109;0.0;0.0;0.0;0.0;0.4004;13000.0;0.0109;0.0681;25;500.0;0.0341;515.0;0.0;0.0;25986;0.5823633157;21.0;0.0947;11993.5;0.0;0.0413;0.0;0.029;0.0626;18513.0;0.0;0.0;0.5631;0.0132;0.1299;0.0;530.0;0.8942;0.0;0.0389;0.0;0.015;42058;0.0;8730;0.8105820106;15762.0;"";"";13543.0;13906.0;16656.0;19510.0;21031.0;"";""
209922;0.0;0.0785;0.0967;0.0233;0.0218;0.1533;0.0633;0.0625;0.0;0.5945;64386;52150;0.0067;0.351;0.0;0.0;"Reed College";0.0799;1376;17.0;0.0;0.0;31.0;0.11;0.0;13245.0;1380.0;24046.0;33.0;0.0;0.0;13319.5;16000.0;0.0;0.08;0.0;52150;0.0467;0.0;39301.0;0.0022;0.07;0.0;0.0;0.0;0.0;0.0161;12000.0;0.0;0.0833;19;685.0;0.0833;675.0;17437.0;0.0;93231;0.5760869565;30.0;0.0;6500.0;0.0;0.0;0.0;0.09;0.0933;13750.0;27289.0;16630.0;0.9645;0.0036;0.117;0.0;705.0;0.3131;0.0;0.04;11963.0;0.0;109387;0.0;10514;0.9483695652;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
211291;0.0;0.0615;0.0564;0.0176;0.0348;0.2256;0.0082;0.0479;0.0024;0.7547;65350;51960;0.0106;0.3598;0.0;10.0;"Bucknell University";0.036;3531;55.0;0.02;0.1833;30.0;0.1199;0.0;25250.0;1312.0;33570.0;31.0;0.0;0.0;24748.0;27000.0;0.1504;0.0259;0.0;51960;0.0188;0.0;46785.0;0.0;0.0106;0.0;0.0;0.0;0.0;0.009;26636.0;0.0;0.0705;19;640.0;0.0071;660.0;24514.0;0.0;107136;0.5183016105;30.0;0.0;8957.0;0.0376;0.0;0.0;0.0176;0.0176;19560.0;34502.0;18402.0;0.9641;0.0003;0.0632;0.0;630.0;0.2992;0.0;0.0017;19257.0;0.0;143224;0.0;10930;0.9516837482;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
211440;0.0;0.185;0.0202;0.0;0.0457;0.0427;0.0082;0.2986;0.021;0.2931;65877;52310;0.0;0.3424;0.006;0.0;"Carnegie Mellon University";0.0436;6188;6975.0;0.1175;0.2507;33.0;0.0292;0.0007;24500.0;1458.0;32345.0;33.0;0.0;0.0;27000.0;26462.0;0.0696;0.0823;0.0;52310;0.0045;0.0;46883.0;0.0003;0.0704;0.0;0.0;0.0;0.0;0.017;22750.0;0.0292;0.0337;19;715.0;0.104;760.0;23449.0;0.0;91372;0.4725363489;33.0;0.0;14000.0;0.0;0.0;0.0;0.0097;0.1003;23893.0;36613.0;18849.0;0.9513;0.0005;0.084;0.0;705.0;0.2171;0.0;0.049;17855.0;0.0;107339;0.0;11660;0.9256865913;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
212577;0.0;0.1516;0.0356;0.0393;0.0552;0.191;0.0112;0.0543;0.0;0.5713;65604;52290;0.03;0.4349;0.0;0.0;"Franklin and Marshall College";0.0224;2230;0.0;0.0094;0.0;0.0;0.1236;0.0;19492.0;0.0;23195.0;0.0;0.0;0.0;21238.0;22000.0;0.1423;0.0637;0.0;52290;0.0412;0.0;45393.0;0.0004;0.0112;0.0;0.0;0.0;0.0;0.0044;19000.0;0.0;0.0787;19;0.0;0.1142;0.0;16408.0;0.0;84574;0.5658536585;0.0;0.0487;7125.0;0.0;0.0;0.0;0.0356;0.0243;19000.0;28326.0;14147.0;0.862;0.0004;0.0861;0.0;0.0;0.3637;0.0;0.0583;11849.0;0.0;113396;0.0;9517;0.9382113821;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
212674;0.0;0.0658;0.0791;0.0426;0.0327;0.1963;0.0381;0.0239;0.0;0.7652;62370;50860;0.0183;0.5607;0.0;0.0;"Gettysburg College";0.0306;2385;0.0;0.0;0.0;0.0;0.1644;0.0;21000.0;0.0;26936.0;0.0;0.0;0.0;22008.0;23000.0;0.1233;0.0244;0.0;50860;0.0715;0.0;35937.0;0.0;0.0426;0.0;0.0;0.0;0.0;0.0041;21000.0;0.0;0.0807;19;0.0;0.032;0.0;17683.0;0.0;107337;0.5353403141;0.0;0.0;6750.0;0.0046;0.0;0.0;0.0213;0.0609;20500.0;26986.0;19243.0;0.7311;0.0017;0.0583;0.0;0.0;0.4263;0.0;0.0218;9956.0;0.0;130670;0.0;9657;0.9581151832;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
213251;0.0;0.0743;0.0264;0.1144;0.0303;0.0587;0.0029;0.042;0.0;0.7311;53280;42170;0.0;0.6312;0.0147;0.0;"Juniata College";0.0303;1454;5.0;0.0469;0.0059;0.0;0.1965;0.0616;26775.0;0.0;26199.0;0.0;0.0;0.0;26486.0;27000.0;0.1408;0.0762;0.0;42170;0.0264;0.0;30342.0;0.0;0.0176;0.0;0.0;0.0;0.0;0.0159;26856.0;0.0;0.0587;19;0.0;0.0528;0.0;24264.0;0.0;80555;0.5699658703;0.0;0.0;8750.0;0.0616;0.0;0.0;0.0205;0.0176;26973.0;25880.0;17433.0;0.6395;0.0007;0.0406;0.0;0.0;0.746;0.0;0.0509;19342.0;0.0;93242;0.0;8379;0.9675767918;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
213385;0.0;0.1048;0.0508;0.0203;0.054;0.3503;0.0118;0.0421;0.0;0.6561;63680;49635;0.0068;0.3182;0.0;9.0;"Lafayette College";0.0214;2518;0.0;0.0186;0.2115;29.0;0.11;0.0;22500.0;1297.0;27682.0;30.0;0.0;0.0;19500.0;24788.0;0.0;0.0372;0.0;49635;0.0152;0.0;46329.0;0.0004;0.0321;0.0;0.0;0.0;0.0;0.0087;25570.5;0.0;0.066;19;640.0;0.0068;665.0;21404.0;0.0;111341;0.5793991416;30.0;0.0;8750.0;0.0;0.0;0.0;0.0102;0.0525;12718.0;32953.0;12372.0;0.8403;0.0;0.0651;0.0;630.0;0.2829;0.0;0.056;7353.0;0.0;141097;0.0;11666;0.9227467811;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
214157;0.0;0.0666;0.0365;0.0243;0.0487;0.1095;0.0195;0.0178;0.0;0.684;52257;40287;0.0;0.7459;0.0;0.0;"Moravian College";0.0225;1908;442.0;0.0122;0.0;23.0;0.1119;0.0;21500.0;1021.0;28901.0;0.0;0.0;0.0;23522.0;27000.0;0.1606;0.0341;0.0;40287;0.0268;0.0;33491.0;0.0005;0.0243;0.0;0.0;0.0;0.0;0.0825;21500.0;0.0;0.0876;20;490.0;0.0268;505.0;24398.0;0.0;71944;0.5936329588;0.0;0.2238;8699.0;0.0;0.0;0.0;0.0073;0.0949;19909.0;27861.0;23300.0;1.0;0.0021;0.0996;0.0;505.0;0.7982;0.0;0.0582;23043.0;0.0;83809;0.0;7674;0.9775280899;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
215062;0.0;0.1147;0.0236;0.0065;0.0748;0.1722;0.0427;0.1977;0.0007;0.4479;66800;51464;0.0055;0.186;0.0044;9.0;"University of Pennsylvania";0.0427;10698;13244.0;0.0458;0.0892;34.0;0.1056;0.0256;12500.0;1481.0;20398.0;34.0;0.0;0.0;11499.0;12988.0;0.2005;0.0195;0.0;51464;0.027;0.0;37370.0;0.0003;0.0243;0.0;0.0;0.0;0.0;0.0569;19000.0;0.0048;0.0294;22;735.0;0.0294;750.0;12322.0;0.0;39832;0.5721331689;33.0;0.0967;12500.0;0.0;0.0;0.0;0.0195;0.0273;9210.5;23281.0;5263.0;0.7296;0.0008;0.102;0.0;725.0;0.0944;0.0;0.0191;4939.0;0.0;71672;0.0;16796;0.7570900123;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
216287;0.0;0.1162;0.0674;0.0027;0.0669;0.2561;0.035;0.1623;0.0;0.4227;64363;49104;0.0135;0.1833;0.0;9.0;"Swarthmore College";0.0773;1540;0.0;0.0701;0.0674;32.0;0.1267;0.0;17673.0;1421.0;17330.0;33.0;0.0;0.0;15000.0;19500.0;0.0;0.0296;0.0;49104;0.0539;0.0;37004.0;0.0013;0.0458;0.0;0.0;0.0;0.0;0.007;20454.0;0.0;0.0323;19;720.0;0.0108;715.0;12638.0;0.0;48016;0.5467625899;32.0;0.0;13580.0;0.0728;0.0;0.0;0.0647;0.0512;11606.0;18157.0;6165.0;0.8687;0.0006;0.126;0.0;703.0;0.128;0.0;0.0266;8038.0;0.0;89476;0.0;12642;0.5179856115;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
